location,state,driver_race,stops_per_year,stop_rate,search_rate,consent_search_rate,arrest_rate,citation_rate_speeding_stops,hit_rate,inferred_threshold
PARMER COUNTY,TX,White,1024,0.338,0.007,0.003,NA,0.207,0.316,NA
PECOS COUNTY,TX,Black,607,1.126,0.041,0.027,NA,0.334,0.387,0.168
PECOS COUNTY,TX,Hispanic,5443,0.693,0.013,0.009,NA,0.267,0.224,0.205
PECOS COUNTY,TX,White,3883,1.057,0.011,0.007,NA,0.206,0.406,0.247
POLK COUNTY,TX,Black,1397,0.334,0.029,0.013,NA,0.271,0.335,0.192
POLK COUNTY,TX,Hispanic,1098,0.232,0.023,0.013,NA,0.307,0.11,0.16
POLK COUNTY,TX,White,5503,0.199,0.015,0.004,NA,0.208,0.369,0.199
POTTER COUNTY,TX,Black,635,0.071,0.048,0.019,NA,0.23,0.52,0.188
POTTER COUNTY,TX,Hispanic,2468,0.082,0.027,0.016,NA,0.233,0.386,0.231
POTTER COUNTY,TX,White,6193,0.131,0.014,0.007,NA,0.155,0.455,0.306
PRESIDIO COUNTY,TX,Black,34,1.214,0.018,0.012,NA,0.224,0.333,NA
PRESIDIO COUNTY,TX,Hispanic,4302,0.948,0.006,0.005,NA,0.292,0.057,NA
PRESIDIO COUNTY,TX,White,1161,1.306,0.005,0.002,NA,0.214,0.296,NA
RAINS COUNTY,TX,Black,101,0.433,0.02,0.01,NA,0.175,0.3,NA
RAINS COUNTY,TX,Hispanic,206,0.351,0.012,0.005,NA,0.226,0.083,NA
RAINS COUNTY,TX,White,2595,0.324,0.008,0.004,NA,0.164,0.162,NA
RANDALL COUNTY,TX,Black,438,0.179,0.016,0.007,NA,0.189,0.4,0.239
RANDALL COUNTY,TX,Hispanic,3132,0.191,0.011,0.003,NA,0.2,0.363,0.23
RANDALL COUNTY,TX,White,10879,0.141,0.005,0.001,NA,0.147,0.512,0.339
REAGAN COUNTY,TX,Black,70,1.148,0.006,0.0,NA,0.353,0.0,NA
REAGAN COUNTY,TX,Hispanic,744,0.471,0.005,0.002,NA,0.32,0.0,NA
REAGAN COUNTY,TX,White,887,0.913,0.003,0.001,NA,0.257,0.2,NA
REAL COUNTY,TX,Black,11,0.55,0.0,0.0,NA,0.226,NA,NA
REAL COUNTY,TX,Hispanic,227,0.332,0.015,0.003,NA,0.26,0.059,NA
REAL COUNTY,TX,White,618,0.301,0.011,0.001,NA,0.178,0.029,NA
RED RIVER COUNTY,TX,Black,466,0.272,0.027,0.008,NA,0.166,0.161,NA
RED RIVER COUNTY,TX,Hispanic,184,0.307,0.017,0.005,NA,0.199,0.062,NA
RED RIVER COUNTY,TX,White,2639,0.341,0.016,0.006,NA,0.105,0.126,NA
REEVES COUNTY,TX,Black,174,0.27,0.013,0.007,NA,0.428,0.364,NA
REEVES COUNTY,TX,Hispanic,1862,0.229,0.02,0.01,NA,0.355,0.205,NA
REEVES COUNTY,TX,White,1085,0.451,0.011,0.004,NA,0.286,0.25,NA
REFUGIO COUNTY,TX,Black,336,0.966,0.048,0.024,NA,0.311,0.284,NA
REFUGIO COUNTY,TX,Hispanic,2780,1.049,0.045,0.036,NA,0.35,0.14,NA
REFUGIO COUNTY,TX,White,1959,0.731,0.016,0.007,NA,0.269,0.266,NA
ROBERTS COUNTY,TX,Black,15,NA,0.013,0.013,NA,0.226,0.0,NA
ROBERTS COUNTY,TX,Hispanic,260,3.824,0.011,0.004,NA,0.345,0.357,NA
ROBERTS COUNTY,TX,White,693,1.088,0.008,0.005,NA,0.233,0.345,NA
ROBERTSON COUNTY,TX,Black,797,0.312,0.034,0.011,NA,0.303,0.284,NA
ROBERTSON COUNTY,TX,Hispanic,739,0.344,0.034,0.013,NA,0.304,0.298,NA
ROBERTSON COUNTY,TX,White,3296,0.411,0.016,0.005,NA,0.238,0.393,NA
ROCKWALL COUNTY,TX,Black,617,0.168,0.036,0.012,NA,0.283,0.645,NA
ROCKWALL COUNTY,TX,Hispanic,888,0.094,0.021,0.007,NA,0.292,0.426,NA
ROCKWALL COUNTY,TX,White,2962,0.061,0.015,0.006,NA,0.224,0.603,NA
RUNNELS COUNTY,TX,Black,91,0.595,0.026,0.013,NA,0.177,0.333,NA
RUNNELS COUNTY,TX,Hispanic,533,0.217,0.02,0.007,NA,0.175,0.264,NA
RUNNELS COUNTY,TX,White,1549,0.282,0.01,0.004,NA,0.134,0.4,NA
RUSK COUNTY,TX,Black,2361,0.313,0.027,0.01,NA,0.284,0.407,0.198
RUSK COUNTY,TX,Hispanic,1539,0.278,0.029,0.017,NA,0.31,0.347,0.18
RUSK COUNTY,TX,White,7769,0.272,0.015,0.008,NA,0.209,0.438,0.22
SABINE COUNTY,TX,Black,297,0.496,0.003,0.001,NA,0.168,0.0,NA
SABINE COUNTY,TX,Hispanic,95,0.378,0.004,0.002,NA,0.148,0.5,NA
SABINE COUNTY,TX,White,1980,0.257,0.005,0.001,NA,0.153,0.553,NA
SAN AUGUSTINE COUNTY,TX,Black,281,0.182,0.014,0.003,NA,0.142,0.45,NA
SAN AUGUSTINE COUNTY,TX,Hispanic,83,0.231,0.012,0.0,NA,0.196,0.2,NA
SAN AUGUSTINE COUNTY,TX,White,1107,0.217,0.009,0.003,NA,0.102,0.294,NA
SAN JACINTO COUNTY,TX,Black,1946,0.898,0.021,0.011,NA,0.417,0.459,0.236
SAN JACINTO COUNTY,TX,Hispanic,1358,0.635,0.011,0.007,NA,0.514,0.184,0.211
SAN JACINTO COUNTY,TX,White,7951,0.473,0.005,0.002,NA,0.445,0.453,0.336
SAN PATRICIO COUNTY,TX,Black,565,0.732,0.009,0.004,NA,0.516,0.346,0.253
SAN PATRICIO COUNTY,TX,Hispanic,7934,0.302,0.01,0.007,NA,0.549,0.215,0.157
SAN PATRICIO COUNTY,TX,White,5625,0.255,0.004,0.002,NA,0.474,0.325,0.251
SAN SABA COUNTY,TX,Black,31,0.186,0.039,0.019,NA,0.304,0.167,NA
SAN SABA COUNTY,TX,Hispanic,168,0.135,0.039,0.011,NA,0.198,0.212,NA
SAN SABA COUNTY,TX,White,661,0.197,0.024,0.008,NA,0.219,0.525,NA
SCHLEICHER COUNTY,TX,Black,29,1.261,0.007,0.0,NA,0.314,0.0,NA
SCHLEICHER COUNTY,TX,Hispanic,457,0.396,0.009,0.005,NA,0.209,0.381,NA
SCHLEICHER COUNTY,TX,White,493,0.416,0.006,0.002,NA,0.174,0.214,NA
SCURRY COUNTY,TX,Black,338,0.493,0.044,0.023,NA,0.369,0.365,NA
SCURRY COUNTY,TX,Hispanic,1352,0.297,0.058,0.031,NA,0.33,0.388,NA
SCURRY COUNTY,TX,White,3539,0.449,0.029,0.015,NA,0.287,0.432,NA
SHACKELFORD COUNTY,TX,Black,46,3.538,0.013,0.009,NA,0.224,0.0,NA
SHACKELFORD COUNTY,TX,Hispanic,222,0.864,0.01,0.004,NA,0.315,0.273,NA
SHACKELFORD COUNTY,TX,White,1438,0.615,0.006,0.002,NA,0.246,0.268,NA
SHELBY COUNTY,TX,Black,1402,0.422,0.024,0.007,NA,0.192,0.374,NA
SHELBY COUNTY,TX,Hispanic,909,0.327,0.029,0.016,NA,0.231,0.221,NA
SHELBY COUNTY,TX,White,4634,0.351,0.012,0.004,NA,0.152,0.48,NA
SHERMAN COUNTY,TX,Black,95,5.0,0.023,0.002,NA,0.245,0.727,NA
SHERMAN COUNTY,TX,Hispanic,607,0.717,0.02,0.006,NA,0.246,0.242,NA
SHERMAN COUNTY,TX,White,1093,0.779,0.006,0.002,NA,0.148,0.344,NA
SMITH COUNTY,TX,Black,6482,0.222,0.039,0.016,NA,0.223,0.34,0.131
SMITH COUNTY,TX,Hispanic,3874,0.151,0.036,0.015,NA,0.279,0.315,0.158
SMITH COUNTY,TX,White,19420,0.177,0.018,0.007,NA,0.191,0.399,0.189
SOMERVELL COUNTY,TX,Black,75,1.744,0.013,0.005,NA,0.361,0.4,NA
SOMERVELL COUNTY,TX,Hispanic,412,0.36,0.01,0.001,NA,0.386,0.524,NA
SOMERVELL COUNTY,TX,White,2662,0.485,0.004,0.001,NA,0.277,0.542,NA
STARR COUNTY,TX,Black,179,4.838,0.039,0.032,NA,0.089,0.086,0.115
STARR COUNTY,TX,Hispanic,39585,0.939,0.02,0.016,NA,0.076,0.131,0.101
STARR COUNTY,TX,White,2006,1.141,0.017,0.014,NA,0.057,0.145,0.117
STEPHENS COUNTY,TX,Black,44,0.247,0.014,0.005,NA,0.16,0.667,NA
STEPHENS COUNTY,TX,Hispanic,312,0.215,0.009,0.004,NA,0.151,0.5,NA
STEPHENS COUNTY,TX,White,1884,0.324,0.005,0.002,NA,0.1,0.364,NA
STERLING COUNTY,TX,Black,66,5.5,0.018,0.018,NA,0.576,0.0,NA
STERLING COUNTY,TX,Hispanic,476,1.46,0.018,0.013,NA,0.571,0.357,NA
STERLING COUNTY,TX,White,846,1.387,0.01,0.005,NA,0.465,0.415,NA
STONEWALL COUNTY,TX,Black,43,1.229,0.014,0.005,NA,0.151,0.333,NA
STONEWALL COUNTY,TX,Hispanic,237,1.58,0.006,0.004,NA,0.153,0.286,NA
STONEWALL COUNTY,TX,White,1144,1.208,0.004,0.001,NA,0.109,0.364,NA
SUTTON COUNTY,TX,Black,425,53.125,0.014,0.007,NA,0.617,0.552,NA
SUTTON COUNTY,TX,Hispanic,2668,1.497,0.009,0.004,NA,0.663,0.432,NA
SUTTON COUNTY,TX,White,2266,1.815,0.009,0.003,NA,0.546,0.519,NA
SWISHER COUNTY,TX,Black,188,0.425,0.013,0.005,NA,0.245,0.167,NA
SWISHER COUNTY,TX,Hispanic,912,0.407,0.01,0.004,NA,0.202,0.356,NA
SWISHER COUNTY,TX,White,2121,0.671,0.003,0.001,NA,0.156,0.5,NA
TARRANT COUNTY,TX,Black,1178,0.006,0.027,0.004,NA,0.269,0.242,0.166
TARRANT COUNTY,TX,Hispanic,1467,0.004,0.028,0.002,NA,0.363,0.118,0.123
TARRANT COUNTY,TX,White,4828,0.006,0.012,0.003,NA,0.283,0.351,0.193
TAYLOR COUNTY,TX,Black,826,0.119,0.015,0.004,NA,0.232,0.393,0.243
TAYLOR COUNTY,TX,Hispanic,2312,0.11,0.011,0.005,NA,0.215,0.416,0.239
TAYLOR COUNTY,TX,White,8871,0.122,0.007,0.002,NA,0.153,0.481,0.297
TERRELL COUNTY,TX,Black,4,0.5,0.25,0.15,NA,0.2,0.4,NA
TERRELL COUNTY,TX,Hispanic,116,0.33,0.017,0.012,NA,0.18,0.0,NA
TERRELL COUNTY,TX,White,82,0.228,0.007,0.002,NA,0.116,0.333,NA
TERRY COUNTY,TX,Black,137,0.299,0.057,0.029,NA,0.467,0.231,NA
TERRY COUNTY,TX,Hispanic,1414,0.305,0.028,0.013,NA,0.461,0.379,NA
TERRY COUNTY,TX,White,1652,0.372,0.015,0.008,NA,0.371,0.336,NA
THROCKMORTON COUNTY,TX,Black,9,1.286,0.022,0.022,NA,0.238,0.0,NA
THROCKMORTON COUNTY,TX,Hispanic,63,0.5,0.019,0.003,NA,0.291,0.167,NA
THROCKMORTON COUNTY,TX,White,436,0.379,0.012,0.003,NA,0.17,0.481,NA
TITUS COUNTY,TX,Black,1754,0.755,0.027,0.014,NA,0.079,0.376,0.194
TITUS COUNTY,TX,Hispanic,1882,0.222,0.023,0.015,NA,0.086,0.315,0.163
TITUS COUNTY,TX,White,6819,0.536,0.012,0.007,NA,0.05,0.293,0.207
TOM GREEN COUNTY,TX,Black,555,0.157,0.03,0.013,NA,0.398,0.405,0.193
TOM GREEN COUNTY,TX,Hispanic,3775,0.122,0.029,0.013,NA,0.354,0.322,0.181
TOM GREEN COUNTY,TX,White,7745,0.144,0.015,0.006,NA,0.266,0.399,0.218
TRAVIS COUNTY,TX,Black,2920,0.041,0.03,0.006,NA,0.33,0.399,0.166
TRAVIS COUNTY,TX,Hispanic,8195,0.031,0.028,0.006,NA,0.389,0.354,0.176
TRAVIS COUNTY,TX,White,18209,0.038,0.012,0.002,NA,0.387,0.396,0.244
TRINITY COUNTY,TX,Black,214,0.201,0.048,0.018,NA,0.218,0.353,NA
TRINITY COUNTY,TX,Hispanic,127,0.149,0.024,0.013,NA,0.2,0.133,NA
TRINITY COUNTY,TX,White,1421,0.146,0.025,0.007,NA,0.165,0.261,NA
TYLER COUNTY,TX,Black,770,0.393,0.015,0.004,NA,0.206,0.397,NA
TYLER COUNTY,TX,Hispanic,333,0.25,0.014,0.004,NA,0.266,0.375,NA
TYLER COUNTY,TX,White,4644,0.328,0.01,0.004,NA,0.158,0.34,NA
UPSHUR COUNTY,TX,Black,1152,0.429,0.018,0.003,NA,0.144,0.471,0.242
UPSHUR COUNTY,TX,Hispanic,861,0.448,0.021,0.004,NA,0.178,0.494,0.206
UPSHUR COUNTY,TX,White,7514,0.287,0.011,0.002,NA,0.109,0.453,0.242
UPTON COUNTY,TX,Black,46,1.07,0.009,0.0,NA,0.494,0.5,NA
UPTON COUNTY,TX,Hispanic,591,0.471,0.016,0.005,NA,0.443,0.375,NA
UPTON COUNTY,TX,White,631,0.521,0.009,0.007,NA,0.385,0.241,NA
UVALDE COUNTY,TX,Black,82,0.752,0.024,0.012,NA,0.197,0.2,NA
UVALDE COUNTY,TX,Hispanic,2870,0.212,0.019,0.008,NA,0.187,0.147,NA
UVALDE COUNTY,TX,White,2183,0.343,0.009,0.002,NA,0.143,0.099,NA
VAL VERDE COUNTY,TX,Black,107,0.22,0.015,0.009,NA,0.19,0.375,NA
VAL VERDE COUNTY,TX,Hispanic,4059,0.143,0.016,0.011,NA,0.188,0.131,NA
VAL VERDE COUNTY,TX,White,1632,0.237,0.007,0.003,NA,0.145,0.224,NA
VAN ZANDT COUNTY,TX,Black,2632,2.353,0.056,0.019,NA,0.124,0.412,0.184
VAN ZANDT COUNTY,TX,Hispanic,1584,0.468,0.048,0.023,NA,0.128,0.288,0.176
VAN ZANDT COUNTY,TX,White,10457,0.286,0.019,0.006,NA,0.086,0.413,0.265
VICTORIA COUNTY,TX,Black,723,0.174,0.013,0.005,NA,0.308,0.217,0.212
VICTORIA COUNTY,TX,Hispanic,5422,0.19,0.028,0.023,NA,0.297,0.139,0.102
VICTORIA COUNTY,TX,White,5103,0.146,0.007,0.003,NA,0.206,0.301,0.196
WALKER COUNTY,TX,Black,3064,0.23,0.036,0.017,NA,0.308,0.409,0.186
WALKER COUNTY,TX,Hispanic,2331,0.244,0.026,0.015,NA,0.279,0.326,0.202
WALKER COUNTY,TX,White,8455,0.241,0.015,0.006,NA,0.197,0.425,0.248
WALLER COUNTY,TX,Black,2028,0.205,0.066,0.018,NA,0.345,0.496,0.193
WALLER COUNTY,TX,Hispanic,2461,0.286,0.054,0.025,NA,0.343,0.38,0.227
WALLER COUNTY,TX,White,4345,0.265,0.038,0.014,NA,0.303,0.438,0.197
WARD COUNTY,TX,Black,222,0.687,0.008,0.006,NA,0.443,0.333,NA
WARD COUNTY,TX,Hispanic,2256,0.562,0.012,0.006,NA,0.405,0.328,NA
WARD COUNTY,TX,White,1602,0.408,0.007,0.003,NA,0.295,0.357,NA
WASHINGTON COUNTY,TX,Black,709,0.155,0.051,0.014,NA,0.265,0.467,NA
WASHINGTON COUNTY,TX,Hispanic,763,0.235,0.056,0.014,NA,0.255,0.329,NA
WASHINGTON COUNTY,TX,White,2697,0.142,0.031,0.008,NA,0.178,0.481,NA
WEBB COUNTY,TX,Black,202,0.385,0.018,0.013,NA,0.176,0.278,0.141
WEBB COUNTY,TX,Hispanic,21263,0.123,0.014,0.011,NA,0.208,0.103,0.092
WEBB COUNTY,TX,White,2264,0.299,0.01,0.007,NA,0.188,0.18,0.12
WHARTON COUNTY,TX,Black,1027,0.241,0.03,0.012,NA,0.339,0.551,0.234
WHARTON COUNTY,TX,Hispanic,4175,0.376,0.046,0.034,NA,0.314,0.26,0.14
WHARTON COUNTY,TX,White,2914,0.183,0.011,0.005,NA,0.296,0.524,0.316
WHEELER COUNTY,TX,Black,206,2.226,0.036,0.023,NA,0.421,0.459,NA
WHEELER COUNTY,TX,Hispanic,628,0.686,0.025,0.017,NA,0.442,0.208,NA
WHEELER COUNTY,TX,White,2456,0.763,0.007,0.004,NA,0.327,0.333,NA
WICHITA COUNTY,TX,Black,691,0.065,0.048,0.028,NA,0.208,0.581,0.202
WICHITA COUNTY,TX,Hispanic,1190,0.073,0.04,0.025,NA,0.223,0.404,0.226
WICHITA COUNTY,TX,White,6720,0.092,0.021,0.01,NA,0.143,0.525,0.271
WILBARGER COUNTY,TX,Black,512,0.652,0.02,0.005,NA,0.323,0.46,NA
WILBARGER COUNTY,TX,Hispanic,1258,0.503,0.011,0.004,NA,0.292,0.222,NA
WILBARGER COUNTY,TX,White,4784,0.709,0.005,0.001,NA,0.207,0.388,NA
WILLACY COUNTY,TX,Black,181,0.476,0.041,0.037,NA,0.365,0.081,0.07
WILLACY COUNTY,TX,Hispanic,7888,0.539,0.045,0.044,NA,0.337,0.038,0.045
WILLACY COUNTY,TX,White,1341,0.748,0.018,0.017,NA,0.299,0.097,0.064
WILLIAMSON COUNTY,TX,Black,3101,0.144,0.022,0.008,NA,0.427,0.442,0.229
WILLIAMSON COUNTY,TX,Hispanic,7106,0.093,0.023,0.01,NA,0.45,0.292,0.177
WILLIAMSON COUNTY,TX,White,18244,0.078,0.013,0.004,NA,0.374,0.373,0.217
WILSON COUNTY,TX,Black,291,0.507,0.01,0.002,NA,0.287,0.133,0.245
WILSON COUNTY,TX,Hispanic,3027,0.233,0.008,0.003,NA,0.334,0.346,0.192
WILSON COUNTY,TX,White,4423,0.206,0.007,0.002,NA,0.265,0.297,0.224
WINKLER COUNTY,TX,Black,30,0.268,0.0,0.0,NA,0.444,NA,NA
WINKLER COUNTY,TX,Hispanic,391,0.132,0.012,0.004,NA,0.415,0.043,NA
WINKLER COUNTY,TX,White,353,0.148,0.01,0.002,NA,0.359,0.111,NA
WISE COUNTY,TX,Black,1243,2.066,0.038,0.012,NA,0.422,0.46,0.181
WISE COUNTY,TX,Hispanic,3526,0.482,0.025,0.008,NA,0.388,0.385,0.214
WISE COUNTY,TX,White,17424,0.451,0.014,0.005,NA,0.306,0.418,0.252
WOOD COUNTY,TX,Black,507,0.298,0.014,0.006,NA,0.207,0.471,0.236
WOOD COUNTY,TX,Hispanic,668,0.252,0.011,0.004,NA,0.251,0.105,0.16
WOOD COUNTY,TX,White,7612,0.251,0.007,0.002,NA,0.181,0.317,0.225
YOAKUM COUNTY,TX,Black,25,0.463,0.056,0.04,NA,0.424,0.571,NA
YOAKUM COUNTY,TX,Hispanic,622,0.184,0.027,0.015,NA,0.46,0.417,NA
YOAKUM COUNTY,TX,White,644,0.277,0.014,0.008,NA,0.373,0.444,NA
YOUNG COUNTY,TX,Black,142,0.759,0.022,0.007,NA,0.286,0.438,NA
YOUNG COUNTY,TX,Hispanic,611,0.294,0.016,0.006,NA,0.273,0.245,NA
YOUNG COUNTY,TX,White,4708,0.395,0.011,0.005,NA,0.178,0.41,NA
ZAPATA COUNTY,TX,Black,15,0.517,0.026,0.026,NA,0.16,0.0,NA
ZAPATA COUNTY,TX,Hispanic,3279,0.356,0.013,0.01,NA,0.228,0.146,NA
ZAPATA COUNTY,TX,White,260,0.367,0.007,0.005,NA,0.172,0.111,NA
ZAVALA COUNTY,TX,Black,61,2.033,0.026,0.01,NA,0.295,0.5,NA
ZAVALA COUNTY,TX,Hispanic,2403,0.296,0.026,0.014,NA,0.282,0.284,NA
ZAVALA COUNTY,TX,White,634,1.078,0.015,0.005,NA,0.218,0.319,NA
ADDISON COUNTY,VT,Black,63,0.243,0.048,NA,0.016,NA,NA,NA
ADDISON COUNTY,VT,Hispanic,34,0.056,0.0,NA,0.006,NA,NA,NA
ADDISON COUNTY,VT,White,4055,0.14,0.015,NA,0.01,NA,NA,NA
BENNINGTON COUNTY,VT,Black,74,0.294,0.083,NA,0.024,NA,NA,NA
BENNINGTON COUNTY,VT,Hispanic,36,0.079,0.011,NA,0.0,NA,NA,NA
BENNINGTON COUNTY,VT,White,3972,0.137,0.014,NA,0.007,NA,NA,NA
CALEDONIA COUNTY,VT,Black,35,0.259,0.006,NA,0.017,NA,NA,NA
CALEDONIA COUNTY,VT,Hispanic,19,0.057,0.0,NA,0.0,NA,NA,NA
CALEDONIA COUNTY,VT,White,2844,0.117,0.005,NA,0.008,NA,NA,NA
CHITTENDEN COUNTY,VT,Black,125,0.051,0.03,NA,0.021,NA,NA,NA
CHITTENDEN COUNTY,VT,Hispanic,48,0.019,0.029,NA,0.017,NA,NA,NA
CHITTENDEN COUNTY,VT,White,4513,0.037,0.011,NA,0.012,NA,NA,NA
ESSEX COUNTY,VT,Black,1,0.059,0.0,NA,0.0,NA,NA,NA
ESSEX COUNTY,VT,Hispanic,0,0.0,0.0,NA,0.0,NA,NA,NA
ESSEX COUNTY,VT,White,220,0.043,0.004,NA,0.01,NA,NA,NA
FRANKLIN COUNTY,VT,Black,56,0.289,0.025,NA,0.025,NA,NA,NA
FRANKLIN COUNTY,VT,Hispanic,19,0.043,0.011,NA,0.063,NA,NA,NA
FRANKLIN COUNTY,VT,White,3520,0.096,0.011,NA,0.024,NA,NA,NA
GRAND ISLE COUNTY,VT,Black,2,0.08,0.125,NA,0.0,NA,NA,NA
GRAND ISLE COUNTY,VT,Hispanic,0,0.0,0.0,NA,0.0,NA,NA,NA
GRAND ISLE COUNTY,VT,White,96,0.018,0.021,NA,0.025,NA,NA,NA
LAMOILLE COUNTY,VT,Black,17,0.121,0.082,NA,0.059,NA,NA,NA
LAMOILLE COUNTY,VT,Hispanic,7,0.026,0.027,NA,0.0,NA,NA,NA
LAMOILLE COUNTY,VT,White,1646,0.085,0.027,NA,0.023,NA,NA,NA
ORANGE COUNTY,VT,Black,80,0.762,0.028,NA,0.01,NA,NA,NA
ORANGE COUNTY,VT,Hispanic,45,0.191,0.022,NA,0.022,NA,NA,NA
ORANGE COUNTY,VT,White,4466,0.194,0.007,NA,0.008,NA,NA,NA
ORLEANS COUNTY,VT,Black,15,0.111,0.0,NA,0.0,NA,NA,NA
ORLEANS COUNTY,VT,Hispanic,9,0.036,0.022,NA,0.022,NA,NA,NA
ORLEANS COUNTY,VT,White,1924,0.09,0.001,NA,0.002,NA,NA,NA
RUTLAND COUNTY,VT,Black,77,0.318,0.06,NA,0.047,NA,NA,NA
RUTLAND COUNTY,VT,Hispanic,24,0.043,0.0,NA,0.008,NA,NA,NA
RUTLAND COUNTY,VT,White,4018,0.082,0.009,NA,0.012,NA,NA,NA
WASHINGTON COUNTY,VT,Black,113,0.333,0.02,NA,0.007,NA,NA,NA
WASHINGTON COUNTY,VT,Hispanic,49,0.059,0.02,NA,0.004,NA,NA,NA
WASHINGTON COUNTY,VT,White,4521,0.097,0.01,NA,0.014,NA,NA,NA
WINDHAM COUNTY,VT,Black,220,0.616,0.105,NA,0.028,NA,NA,NA
WINDHAM COUNTY,VT,Hispanic,124,0.185,0.081,NA,0.024,NA,NA,NA
WINDHAM COUNTY,VT,White,6413,0.186,0.017,NA,0.014,NA,NA,NA
WINDSOR COUNTY,VT,Black,184,0.611,0.043,NA,0.018,NA,NA,NA
WINDSOR COUNTY,VT,Hispanic,71,0.123,0.059,NA,0.011,NA,NA,NA
WINDSOR COUNTY,VT,White,6377,0.142,0.009,NA,0.008,NA,NA,NA
ADAMS COUNTY,WA,Black,465,11.625,0.039,0.011,NA,NA,0.275,0.08
ADAMS COUNTY,WA,Hispanic,1383,0.195,0.031,0.002,NA,NA,0.134,0.061
ADAMS COUNTY,WA,White,9679,1.715,0.014,0.003,NA,NA,0.274,0.106
ASOTIN COUNTY,WA,Black,15,0.2,0.014,0.0,NA,NA,0.0,0.082
ASOTIN COUNTY,WA,Hispanic,40,0.081,0.015,0.0,NA,NA,0.667,0.06
ASOTIN COUNTY,WA,White,1892,0.113,0.007,0.0,NA,NA,0.046,0.084
BENTON COUNTY,WA,Black,518,0.298,0.043,0.003,NA,NA,0.099,0.066
BENTON COUNTY,WA,Hispanic,5305,0.23,0.03,0.001,NA,NA,0.079,0.052
BENTON COUNTY,WA,White,16031,0.148,0.017,0.001,NA,NA,0.085,0.071
CHELAN COUNTY,WA,Black,158,0.696,0.024,0.006,NA,NA,0.263,0.093
CHELAN COUNTY,WA,Hispanic,2634,0.206,0.027,0.001,NA,NA,0.141,0.064
CHELAN COUNTY,WA,White,12801,0.295,0.014,0.001,NA,NA,0.171,0.09
CLALLAM COUNTY,WA,Black,172,0.316,0.028,0.0,NA,NA,0.0,0.08
CLALLAM COUNTY,WA,Hispanic,268,0.098,0.02,0.001,NA,NA,0.185,0.064
CLALLAM COUNTY,WA,White,11656,0.221,0.017,0.0,NA,NA,0.117,0.075
CLARK COUNTY,WA,Black,1263,0.194,0.083,0.004,NA,NA,0.141,0.068
CLARK COUNTY,WA,Hispanic,2227,0.096,0.049,0.001,NA,NA,0.081,0.062
CLARK COUNTY,WA,White,27781,0.097,0.038,0.001,NA,NA,0.118,0.068
COLUMBIA COUNTY,WA,Black,11,0.647,0.0,0.0,NA,NA,NA,NA
COLUMBIA COUNTY,WA,Hispanic,54,0.298,0.004,0.0,NA,NA,0.0,0.065
COLUMBIA COUNTY,WA,White,1335,0.442,0.003,0.0,NA,NA,0.261,0.095
COWLITZ COUNTY,WA,Black,609,1.171,0.04,0.003,NA,NA,0.164,0.083
COWLITZ COUNTY,WA,Hispanic,1005,0.198,0.031,0.002,NA,NA,0.084,0.066
COWLITZ COUNTY,WA,White,14426,0.202,0.021,0.001,NA,NA,0.152,0.079
DOUGLAS COUNTY,WA,Black,48,0.5,0.029,0.0,NA,NA,0.286,0.081
DOUGLAS COUNTY,WA,Hispanic,1553,0.206,0.025,0.001,NA,NA,0.104,0.058
DOUGLAS COUNTY,WA,White,4186,0.192,0.012,0.0,NA,NA,0.108,0.085
FERRY COUNTY,WA,Black,2,0.071,0.0,0.0,NA,NA,NA,NA
FERRY COUNTY,WA,Hispanic,4,0.018,0.05,0.0,NA,NA,0.0,0.058
FERRY COUNTY,WA,White,710,0.143,0.01,0.0,NA,NA,0.057,0.084
FRANKLIN COUNTY,WA,Black,142,0.103,0.021,0.0,NA,NA,0.0,0.081
FRANKLIN COUNTY,WA,Hispanic,2142,0.078,0.025,0.001,NA,NA,0.082,0.054
FRANKLIN COUNTY,WA,White,4766,0.165,0.012,0.0,NA,NA,0.091,0.077
GARFIELD COUNTY,WA,Black,12,12.0,0.017,0.0,NA,NA,0.0,0.079
GARFIELD COUNTY,WA,Hispanic,57,0.864,0.007,0.0,NA,NA,0.0,0.061
GARFIELD COUNTY,WA,White,1542,0.89,0.005,0.0,NA,NA,0.028,0.085
GRANT COUNTY,WA,Black,468,0.803,0.026,0.003,NA,NA,0.161,0.091
GRANT COUNTY,WA,Hispanic,3825,0.168,0.038,0.0,NA,NA,0.077,0.052
GRANT COUNTY,WA,White,12211,0.294,0.015,0.001,NA,NA,0.156,0.09
GRAYS HARBOR COUNTY,WA,Black,362,0.497,0.027,0.003,NA,NA,0.188,0.087
GRAYS HARBOR COUNTY,WA,Hispanic,1087,0.262,0.023,0.001,NA,NA,0.048,0.064
GRAYS HARBOR COUNTY,WA,White,13485,0.278,0.018,0.001,NA,NA,0.125,0.074
ISLAND COUNTY,WA,Black,319,0.212,0.034,0.002,NA,NA,0.111,0.087
ISLAND COUNTY,WA,Hispanic,246,0.069,0.032,0.004,NA,NA,0.075,0.061
ISLAND COUNTY,WA,White,6683,0.122,0.022,0.002,NA,NA,0.144,0.076
JEFFERSON COUNTY,WA,Black,114,0.471,0.023,0.0,NA,NA,0.077,0.086
JEFFERSON COUNTY,WA,Hispanic,164,0.22,0.016,0.0,NA,NA,0.0,0.068
